,property_sub_type_en,property_usage_en,reg_type_en,area_name_en,transaction_id,trans_group_en,procedure_name_en,project_name_en,master_project_en,nearest_landmark_en,nearest_metro_en,nearest_mall_en,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,building_name_en,property_type_en,instance_date
242,,Residential,Existing Properties,Wadi Al Safa 6,1-11-2009-284,Sales,Sell,,Arabian Ranches - Hattan,Motor City,,,,0,1324.43,3796888.0,2866.81,,,,Villa,04-02-2009
243,Office,Commercial,Existing Properties,Business Bay,1-11-2009-219659,Sales,Sell,,Business Bay,Burj Khalifa,Business Bay Metro Station,Dubai Mall,Office,1,184.13,2160000.0,11730.84,,,ASPECT TOWER,Unit,17-11-2009
244,Flat,Residential,Existing Properties,Al Warsan First,1-11-2009-204946,Sales,Sell,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,Studio,0,45.0,249000.0,5533.33,,,F-08,Unit,26-02-2009
245,Office,Commercial,Existing Properties,Al Thanyah Fifth,1-11-2014-12707,Sales,Sell,CONCORDE TOWER,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Office,1,62.99,599732.0,9521.07,,,CONCORDE TOWER 1,Unit,12-05-2014
246,Hotel Apartment,Hospitality ,Off-Plan Properties,Al Thanyah Fifth,1-102-2006-5678,Sales,Sell - Pre registration,LAGUNA TOWER,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,64.86,1069000.0,16481.65,,,LAGUNA TOWER,Unit,08-06-2009
247,Flat,Residential,Off-Plan Properties,Me'Aisem First,1-102-2018-9679,Sales,Sell - Pre registration,AL Andalus Phase 2,Jumeirah Golf Estates,Sports City Swimming Academy,Damac Properties,Marina Mall,3 B/R,1,161.15,1690000.0,10487.12,,,Al Andalus Building C,Unit,05-07-2018
248,Villa,Residential,Existing Properties,Al Yelayiss 1,1-11-2019-3813,Sales,Sell,REEM - MIRA OASIS COMMUNITY,,Dubai Cycling Course,,,3 B/R,0,307.36,2081888.0,6773.45,,,,Villa,23-04-2019
249,Flat,Residential,Existing Properties,Al Thanyah Fifth,2-13-2021-578,Mortgages,Mortgage Registration,LAKE TERRACE,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Studio,0,48.99,540000.0,11022.66,,,LAKE TERRACE,Unit,20-01-2021
250,,Commercial,Existing Properties,Jabal Ali First,1-11-2022-7591,Sales,Sell,,Al Furjan,Expo 2020 Site,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,,0,896.0,3568800.0,3983.04,,,,Land,11-04-2022
251,,Residential,Existing Properties,Al Hebiah Fifth,1-41-2023-15759,Sales,Delayed Sell,DAMAC LAGOONS - MOROCCO 1,DAMAC Lagoons,,,,,0,145.69,3314000.0,22746.93,,,,Land,14-08-2023
252,Shop,Commercial,Existing Properties,Al Barsha South Fourth,1-41-2011-2774,Sales,Delayed Sell,TUSCAN RESIDENCES1 - AREZZO,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,Shop,1,80.64,651000.0,8072.92,,,TUSCAN RESIDENCES1-AREZZO 2,Unit,18-09-2013
253,,Residential,Existing Properties,Al Yufrah 3,1-41-2016-679,Sales,Delayed Sell,DAMAC HILLS (2) - PACIFICA ,DAMAC HILLS 2,Dubai Cycling Course,,,,0,174.8,1687257.0,9652.5,,,,Villa,16-02-2016
254,Flat,Residential,Existing Properties,Wadi Al Safa 2,2-13-2016-1728,Mortgages,Mortgage Registration,QPOINT LIWAN- R093,Liwan,IMG World Adventures,,,2 B/R,1,97.84,468000.0,4783.32,,,Mazaya 24,Unit,02-03-2016
255,Flat,Residential,Off-Plan Properties,Al Hebiah Third,1-102-2019-13844,Sales,Sell - Pre registration,DAMAC HILLS - CARSON ,DAMAC HILLS,Motor City,,,Studio,1,37.65,521000.0,13837.98,,,DAMAC HILLS - CARSON (C),Unit,10-09-2019
256,Villa,Residential,Existing Properties,Al Yelayiss 1,1-11-2022-1617,Sales,Sell,REEM-MIRA COMMUNITY PH 1,,Dubai Cycling Course,,,3 B/R,0,216.0,1800000.0,8333.33,,,,Villa,31-01-2022
257,,Commercial,Existing Properties,Jabal Ali First,1-41-2022-14661,Sales,Delayed Sell,Tilal AL Furjan- Phase Two,Al Furjan,,,,,0,619.18,4488800.0,7249.59,,,,Land,24-08-2022
258,Villa,Residential,Off-Plan Properties,Wadi Al Safa 5,1-102-2022-33992,Sales,Sell - Pre registration,Arabian Ranches III - JOY,,Hamdan Sports Complex,,,4 B/R,0,223.6,2475000.0,11068.87,,,,Villa,27-10-2022
259,,Residential,Existing Properties,Wadi Al Safa 6,2-13-2009-1097,Mortgages,Mortgage Registration,,Arabian Ranches - Mirador,Global Village,,,,0,874.5,2660000.0,3041.74,,,,Villa,25-06-2009
260,Flat,Residential,Existing Properties,Burj Khalifa,1-11-2013-22490,Sales,Sell,CLAREN 1,Burj Khalifa,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,78.24,1441888.0,18429.04,,,CLAREN TOWER 1,Unit,22-07-2013
261,Flat,Residential,Existing Properties,Burj Khalifa,2-44-2014-109,Mortgages,Mortgage Transfer,,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,98.48,2125000.0,21577.99,,,South Ridge 6,Unit,04-11-2014
262,Flat,Residential,Off-Plan Properties,Al Hebiah Fifth,2-107-2008-624,Mortgages,Lease to Own Registration Pre-Registration,REMRAAM,Remraam,Motor City,,,2 B/R,1,103.03,8086900.0,78490.73,8086900.0,78490.73,AL THAMAM 6,Unit,15-06-2009
263,Flat,Residential,Off-Plan Properties,Burj Khalifa,2-105-2011-60,Mortgages,Mortgage Pre-Registration,THE DUBAI MALL,Burj Khalifa,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,84.91,1438100.0,16936.76,,,THE DUBAI MALL RESIDENCES,Unit,06-04-2011
264,Flat,Residential,Off-Plan Properties,Business Bay,1-102-2014-4772,Sales,Sell - Pre registration,DAMAC TOWERS BY PARAMOUNT,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,89.62,2215400.0,24719.93,,,DAMAC TOWERS BY PARAMOUNT (A),Unit,15-05-2014
265,Flat,Residential,Existing Properties,Al Barsha South Fourth,1-11-2017-3233,Sales,Sell,VILLA MYRA,Jumeirah Village Circle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,4 B/R,1,310.91,2300000.0,7397.64,,,VILLA MYRA,Unit,07-03-2017
266,Villa,Residential,Existing Properties,Al Thanayah Fourth,2-13-2020-7062,Mortgages,Mortgage Registration,Emirates Living - Springs 9,Springs - 2,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,3 B/R,0,255.26,1250000.0,4896.97,,,,Villa,23-09-2020
267,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,1-102-2023-22597,Sales,Sell - Pre registration,Westwood Grande by Imtiaz,Jumeirah Village Circle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,76.58,819152.0,10696.68,,,Westwood Grande by Imtiaz,Unit,15-05-2023
268,Flat,Residential,Existing Properties,Al Hebiah Fourth,1-11-2024-18515,Sales,Sell,THE MATRIX,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,82.8,550000.0,6642.51,,,The Matrix,Unit,24-05-2024
269,Flat,Residential,Off-Plan Properties,Wadi Al Safa 5,2-107-2006-281,Mortgages,Lease to Own Registration Pre-Registration,SKY COURTS,Residential Complex,IMG World Adventures,,,1 B/R,1,67.58,501345.0,7418.55,501345.53,7418.55,Skycourts Tower B,Unit,26-10-2009
270,Villa,Residential,Off-Plan Properties,Al Yelayiss 1,1-102-2013-14016,Sales,Sell - Pre registration,REEM-MIRA COMMUNITY PH 2,,Dubai Cycling Course,,,4 B/R,0,297.0,1750888.0,5895.25,,,,Villa,20-12-2013
271,,Residential,Existing Properties,Al Yufrah 3,1-41-2017-1272,Sales,Delayed Sell,DAMAC HILLS (2) - BASSWOOD ,DAMAC HILLS 2,Dubai Cycling Course,,,,0,112.24,979999.0,8731.28,,,,Land,14-03-2017
272,Villa,Residential,Existing Properties,Nad Al Shiba First,1-11-2021-14814,Sales,Sell,GRAND VIEWS,,Downtown Dubai,Business Bay Metro Station,Dubai Mall,4 B/R,0,218.02,3700000.0,16970.92,,,,Villa,26-08-2021
273,,Residential,Existing Properties,Mirdif,1-11-1999-771,Sales,Sell,,,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,,0,696.77,270000.0,387.5,,,,Villa,30-11-1999
274,Shop,Commercial,Existing Properties,Al Warsan First,1-11-2008-210502,Sales,Sell,,International City Phase 1,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,,0,67.0,432300.0,6452.24,,,Y-10,Unit,01-12-2008
275,,Residential,Existing Properties,Al Warqa First,1-11-2004-1795,Sales,Sell,,,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,,0,1390.11,2917785.0,2098.96,,,,Building,18-08-2004
276,,Residential,Existing Properties,Al Barsha South Fourth,2-13-2014-6963,Mortgages,Mortgage Registration,,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,,0,630.03,3482000.0,5526.72,,,,Villa,22-09-2014
277,Flat,Residential,Existing Properties,Burj Khalifa,1-11-2023-42090,Sales,Sell,BURJ AL NUJOOM,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,129.15,1556000.0,12048.01,,,Al NOUJOUM TOWER,Unit,19-12-2023
278,,Residential,Existing Properties,Al Hebiah Third,2-13-2018-7045,Mortgages,Mortgage Registration,DAMAC HILLS - BROOKFIELD-3,DAMAC HILLS,Motor City,,,,0,688.04,1598460.0,2323.21,,,,Villa,06-09-2018
279,Flat,Residential,Off-Plan Properties,Madinat Al Mataar,1-102-2018-14646,Sales,Sell - Pre registration,MAG 5 BOULEVARD,Dubai South Residential District,Expo 2020 Site,,,1 B/R,1,57.77,512244.0,8866.96,,,MAG 505,Unit,01-11-2018
280,Flat,Residential,Off-Plan Properties,Al Wasl,1-102-2019-14276,Sales,Sell - Pre registration,Central Park at City Walk -Building 1,City Walk,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,143.35,2332250.0,16269.62,,,Central Park - Building 1,Unit,11-09-2019
281,Hotel Apartment,Hospitality ,Off-Plan Properties,Al Safouh First,1-102-2023-61378,Sales,Sell - Pre registration,Biltmore Sufouh,TECOM Site B,Burj Al Arab,Dubai Internet City,Mall of the Emirates,2 B/R,1,106.27,2362054.0,22226.92,,,Biltmore Sufouh,Unit,22-11-2023
282,Flat,Residential,Existing Properties,Hadaeq Sheikh Mohammed Bin Rashid,2-190-2023-1900,Mortgages,Delayed Mortgage,PARK RIDGE,DUBAI HILLS - PARK,Burj Al Arab,First Abu Dhabi Bank Metro Station,Mall of the Emirates,2 B/R,1,178.39,2000000.0,11211.39,,,EXECUTIVE RESIDENCES,Unit,23-11-2023
283,,Commercial,Existing Properties,Jabal Ali First,1-41-2023-25149,Sales,Delayed Sell,,Wasl Gate,Expo 2020 Site,ENERGY Metro Station,Ibn-e-Battuta Mall,,0,4482.77,37830317.0,8439.05,,,,Land,13-12-2023
284,,Residential,Existing Properties,Al Barsha South Fourth,1-11-2016-974,Sales,Sell,,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,,0,278.77,2050000.0,7353.73,,,,Villa,26-01-2016
285,Flat,Residential,Off-Plan Properties,Al Merkadh,1-102-2022-4379,Sales,Sell - Pre registration,Azizi Riviera 35,,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,35.19,609266.0,17313.63,,,Azizi Riviera 35,Unit,18-02-2022
286,Flat,Residential,Existing Properties,Me'Aisem First,1-11-2023-27558,Sales,Sell,LAKESIDE,International Media Production Zone,Sports City Swimming Academy,Damac Properties,Marina Mall,Studio,1,34.75,261000.0,7510.79,,,LAKESIDE A,Unit,30-08-2023
287,Flat,Residential,Existing Properties,Marsa Dubai,1-11-2015-11250,Sales,Sell,MARINA PINNACLE,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,3 B/R,1,145.53,1750000.0,12025.01,,,Marina Pinnacle,Unit,07-07-2015
288,Flat,Residential,Existing Properties,Al Wasl,1-11-2018-2879,Sales,Sell,NO. 6A AND NO.6B CITYWALK RESIDENTIAL,City Walk,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,193.76,3232711.0,16684.1,,,Citywalk Residential Building 6B,Unit,19-03-2018
289,Flat,Residential,Off-Plan Properties,Al Merkadh,1-102-2019-2344,Sales,Sell - Pre registration,"Mohammed Bin Rashid Al Maktoum City , District One Phase III  , Residences 16",,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,70.61,1216063.0,17222.25,,,"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 16",Unit,18-02-2019
290,Flat,Residential,Existing Properties,Palm Jumeirah,1-11-2019-5820,Sales,Sell,,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,2 B/R,1,144.07,2450000.0,17005.62,,,Al Msalli,Unit,25-06-2019
291,Flat,Residential,Existing Properties,Nadd Hessa,1-95-2021-28,Sales,Delayed Development,AXIS SILVER,Silicon Oasis,IMG World Adventures,,,1 B/R,1,75.45,645598.0,8556.63,,,AXIS SILVER,Unit,21-04-2021
292,Hotel Apartment,Hospitality ,Existing Properties,Jabal Ali First,1-41-2023-22477,Sales,Delayed Sell,Azizi Berton,Al Furjan,Expo 2020 Site,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,1 B/R,1,61.91,650000.0,10499.11,,,Azizi Berton,Unit,10-11-2023
293,Flat,Residential,Off-Plan Properties,Al Jadaf,1-102-2012-4622,Sales,Sell - Pre registration,D1,Culture Village,Dubai International Airport,Al Jadaf Metro Station,City Centre Mirdif,3 B/R,1,242.52,3332952.0,13743.0,,,D1,Unit,12-11-2012
294,Flat,Residential,Off-Plan Properties,Al Barshaa South Second,1-102-2020-9586,Sales,Sell - Pre registration,BELLA ROSE,Dubiotech,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Studio,1,38.73,485379.0,12532.39,,,BELLA ROSE,Unit,07-07-2020
295,Flat,Residential,Existing Properties,Al Yelayiss 2,1-41-2020-4013,Sales,Delayed Sell,HAYAT BOULEVARD,TOWN SQUARE,Dubai Cycling Course,,,2 B/R,1,82.38,825888.0,10025.35,,,Hayat Boulevard-2A,Unit,20-07-2020
296,Flat,Residential,Existing Properties,Business Bay,3-9-2022-1325,Gifts,Grant,SOL BAY ,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Studio,1,45.69,620237.0,13574.91,,,SOL BAY,Unit,18-05-2022
297,,Residential,Existing Properties,Hadaeq Sheikh Mohammed Bin Rashid,3-219-2023-440,Gifts,Grant on Delayed Sell,Emerald Hills at Dubai Hills,DUBAI HILLS - EMERALD HILLS,IMG World Adventures,Noor Bank Metro Station,Mall of the Emirates,,0,1153.34,13655880.0,11840.29,,,,Land,27-12-2023
298,,Residential,Existing Properties,Al Khawaneej Second,2-13-2018-3427,Mortgages,Mortgage Registration,,,,,,,0,1134.08,800000.0,705.42,,,,Land,23-04-2018
299,Flat,Residential,Off-Plan Properties,Hadaeq Sheikh Mohammed Bin Rashid,1-102-2024-36899,Sales,Sell - Pre registration,Park Lane,DUBAI HILLS,Burj Al Arab,First Abu Dhabi Bank Metro Station,Mall of the Emirates,2 B/R,1,102.53,2443888.0,23835.83,,,Park Lane ? Building 3A,Unit,28-05-2024
300,Flat,Residential,Existing Properties,Al Thanyah Third,1-11-2008-203364,Sales,Sell,,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,1 B/R,1,69.4,1250000.0,18011.53,,,Al Dhafrah-1,Unit,16-06-2008
301,Villa,Residential,Existing Properties,Al Thanayah Fourth,1-11-2008-100953,Sales,Sell,Emirates Living - Springs 15,Springs - 1,Sports City Swimming Academy,Damac Properties,Marina Mall,3 B/R,0,567.64,3385000.0,5963.29,,,,Villa,02-06-2008
302,Flat,Residential,Off-Plan Properties,Business Bay,1-102-2016-13015,Sales,Sell - Pre registration,MARQUISE SQUARE TOWER,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Studio,1,48.44,928922.0,19176.75,,,Marquise Square Tower,Unit,29-09-2016
303,Flat,Residential,Existing Properties,Marsa Dubai,1-11-2022-25346,Sales,Sell,MARINA WHARF I,Dubai Marina,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,2 B/R,1,109.68,1285000.0,11715.9,,,Marina Wharf 1,Unit,17-10-2022
304,,Residential,Existing Properties,Al Hebiah Fifth,1-41-2022-21702,Sales,Delayed Sell,DAMAC LAGOONS - NICE 1,DAMAC Lagoons,,,,,0,221.61,2567000.0,11583.41,,,,Land,07-12-2022
305,Office,Commercial,Existing Properties,Al Thanyah Fifth,1-11-2022-11889,Sales,Sell,AL MAS TOWER,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,,1,296.02,7169242.0,24218.78,,,ALMAS TOWER,Unit,01-06-2022
306,Flat,Residential,Off-Plan Properties,Madinat Dubai Almelaheyah,1-102-2024-5511,Sales,Sell - Pre registration,Oceanz 2 By Danube ,Dubai Maritime City,,,,1 B/R,1,84.98,2131500.0,25082.37,,,Oceanz 2 By Danube,Unit,08-02-2024
307,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,1-102-2024-27817,Sales,Sell - Pre registration,Binghatti Gardenia,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,2 B/R,1,103.25,1300000.0,12590.8,,,Binghatti Gardenia,Unit,01-05-2024
308,,Commercial,Existing Properties,Mena Jabal Ali,1-133-2022-216,Sales,Development Registration,,,,,,,0,24200.78,24200.0,1.0,,,,Land,02-06-2022
309,,Residential,Existing Properties,Al Ruwayyah,1-11-2008-1305,Sales,Sell,,The Villa,,,,,0,563.27,758000.0,1345.71,,,,Land,24-03-2008
310,Shop,Commercial,Existing Properties,Al Warsan First,2-110-2009-200228,Mortgages,Lease to Own Registration,,International City Phase 1,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,,0,67.0,410550.0,6127.61,410550.0,6127.61,Z-01,Unit,23-02-2009
311,Flat,Residential,Existing Properties,Business Bay,1-11-2012-12773,Sales,Sell,CLAYTON RESIDENCY,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,74.66,640000.0,8572.19,,,CLAYTON RESIDENCY,Unit,09-07-2012
312,Flat,Residential,Existing Properties,Al Hebiah First,1-11-2014-17828,Sales,Sell,,Motor City,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Studio,1,54.98,562741.0,10235.39,,,BARTON HOUSE 1,Unit,06-08-2014
313,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,1-107-2007-167,Sales,Lease to Own Registration Pre-Registration,SEASONS COMMUNITY- SUMMER,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Marina Mall,2 B/R,1,157.01,1284400.0,8180.37,,,SUMMER 2,Unit,27-05-2009
314,Flat,Residential,Existing Properties,Marsa Dubai,1-11-2015-18687,Sales,Sell,PARK ISLANDS,Dubai Marina,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1 B/R,1,84.45,1570000.0,18590.88,,,Park Island Fairfield,Unit,22-12-2015
315,Flat,Residential,Existing Properties,Al Barsha South Fifth,1-11-2018-9383,Sales,Sell,,Jumeirah Village Triangle,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1 B/R,1,77.76,897613.0,11543.38,,,LA RESIDENCE,Unit,27-09-2018
316,Flat,Residential,Off-Plan Properties,Al Hebiah Third,1-102-2019-22023,Sales,Sell - Pre registration,DAMAC HILLS - CARSON ,DAMAC HILLS,Motor City,,,Studio,1,37.73,526000.0,13941.16,,,DAMAC HILLS - CARSON (C),Unit,10-12-2019
317,,Residential,Existing Properties,Nad Al Shiba Fourth,2-13-2020-7512,Mortgages,Mortgage Registration,,,,,,,0,1581.7,750000.0,474.17,,,,Land,05-10-2020
318,,Other,Existing Properties,Al Warqa Third,2-13-2021-8457,Mortgages,Mortgage Registration,,,,,,,0,1133.34,750000.0,661.76,,,,Land,07-07-2021
319,,Residential,Existing Properties,Al Yufrah 2,1-41-2021-7926,Sales,Delayed Sell,DAMAC HILLS (2) - JUNIPER,DAMAC HILLS 2,Dubai Cycling Course,,,,0,174.8,1329000.0,7602.97,,,,Villa,04-08-2021
320,Flat,Residential,Off-Plan Properties,Al Barshaa South Third,1-102-2022-1717,Sales,Sell - Pre registration,SKYZ By Danube,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Studio,1,32.74,450840.0,13770.31,,,SKYZ BY DANUBE,Unit,16-02-2022
321,,Residential,Existing Properties,Jabal Ali First,2-110-2022-163,Mortgages,Lease to Own Registration,,Al Furjan,Expo 2020 Site,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,,0,609.39,3591250.0,5893.19,3591250.0,5893.19,,Villa,18-05-2022
322,Flat,Residential,Off-Plan Properties,Business Bay,1-102-2022-17344,Sales,Sell - Pre registration,Regalia,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,75.65,1091603.0,14429.65,,,Regalia,Unit,28-06-2022
323,Hotel Apartment,Hospitality ,Off-Plan Properties,Business Bay,1-102-2022-18296,Sales,Sell - Pre registration,AYKON CITY ,,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,65.03,1435000.0,22066.74,,,AYKON CITY-TOWER B,Unit,04-07-2022
324,,Commercial,Existing Properties,Jabal Ali First,1-41-2022-12562,Sales,Delayed Sell,Tilal AL Furjan- Phase Two,Al Furjan,,,,,0,588.96,4538800.0,7706.47,,,,Land,26-07-2022
325,Flat,Residential,Off-Plan Properties,Business Bay,1-102-2023-6508,Sales,Sell - Pre registration,Peninsula Four,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Studio,1,49.01,1399000.0,28545.19,,,Peninsula Four,Unit,09-02-2023
326,Flat,Residential,Existing Properties,Al Khairan First,1-41-2023-6296,Sales,Delayed Sell,Creek Gate,The Lagoons,Dubai International Airport,Creek Metro Station,City Centre Mirdif,2 B/R,1,192.59,2750000.0,14279.04,,,Creek Gate Tower 2,Unit,29-03-2023
327,Hotel Apartment,Hospitality ,Existing Properties,Jabal Ali First,1-41-2023-17071,Sales,Delayed Sell,Azizi Plaza Hotel Apartments,Al Furjan,Expo 2020 Site,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,2 B/R,1,84.56,774750.0,9162.13,,,AZIZI PLAZA,Unit,05-09-2023
328,Flat,Residential,Off-Plan Properties,Business Bay,1-102-2023-63472,Sales,Sell - Pre registration,Burj Binghatti Jacob & Co. Residences ,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,305.36,8120000.0,26591.56,,,Burj Binghatti,Unit,30-11-2023
329,Villa,Residential,Off-Plan Properties,Wadi Al Safa 4,1-102-2023-68439,Sales,Sell - Pre registration,California Village,,,,,3 B/R,0,232.66,2400000.0,10315.48,,,,Villa,26-12-2023
330,Flat,Residential,Existing Properties,Wadi Al Safa 5,1-110-2011-3028,Sales,Lease to Own Registration,SKY COURTS,Residential Complex,IMG World Adventures,,,2 B/R,1,98.73,866938.0,8780.9,,,Skycourts Tower D,Unit,12-01-2012
331,Flat,Residential,Existing Properties,Al Thanyah First,2-110-2010-2915,Mortgages,Lease to Own Registration,MADISON RESIDENCY,TECOM Site C,Burj Al Arab,Dubai Internet City,Mall of the Emirates,Studio,1,60.68,940005.0,15491.18,940005.0,15491.18,Madison Residency,Unit,27-12-2010
332,,Residential,Existing Properties,Al Waheda,1-11-2003-300024,Sales,Sell,,,Dubai International Airport,Abu Hail Metro Station,,,0,216.77,310333.0,1431.62,,,,Villa,07-04-2003
333,Flat,Residential,Existing Properties,Burj Khalifa,2-110-2009-201186,Mortgages,Lease to Own Registration,,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,115.01,2243782.0,19509.45,2243782.0,19509.45,YANSOON 5,Unit,15-06-2009
334,,Commercial,Existing Properties,Palm Jumeirah,1-11-2009-194,Sales,Sell,,Palm Jumeirah,Burj Al Arab,Mina Seyahi,Marina Mall,,0,622.63,2800000.0,4497.05,,,,Villa,26-01-2009
335,Flat,Residential,Existing Properties,Marsa Dubai,1-11-2010-549,Sales,Sell,,Dubai Marina,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,1 B/R,1,88.54,2125000.0,24000.45,,,AURORA W1,Unit,20-01-2010
336,Flat,Residential,Existing Properties,Palm Jumeirah,1-11-2009-208431,Sales,Sell,,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,3 B/R,1,204.42,1150000.0,5625.67,,,Al Hallawi,Unit,21-04-2009
337,Flat,Residential,Off-Plan Properties,Al Hebiah Fourth,1-102-2006-7683,Sales,Sell - Pre registration,EDEN GARDEN,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,40.69,327000.0,8036.37,,,EDEN GARDEN,Unit,17-06-2010
338,Flat,Residential,Existing Properties,Al Hebiah Fourth,1-11-2015-16271,Sales,Sell,THE MATRIX,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,87.36,1307340.0,14964.97,,,The Matrix,Unit,28-12-2015
339,Flat,Residential,Existing Properties,Marsa Dubai,1-11-2017-4590,Sales,Sell,CAYAN TOWER,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,2 B/R,1,141.33,3000000.0,21226.92,,,CAYAN TOWER,Unit,18-04-2017
340,Flat,Residential,Off-Plan Properties,Marsa Dubai,1-102-2017-21621,Sales,Sell - Pre registration,MARINA 101,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,3 B/R,1,283.21,3653000.0,12898.56,,,MARINA 101,Unit,02-11-2017
341,,Residential,Existing Properties,Wadi Al Safa 2,3-9-2018-2360,Gifts,Grant,EASTERN RESIDENCE - NORTH,Falcon City,IMG World Adventures,,,,0,455.59,1225537.0,2690.0,,,,Land,15-08-2018
342,Villa,Residential,Off-Plan Properties,Hadaeq Sheikh Mohammed Bin Rashid,1-102-2018-6658,Sales,Sell - Pre registration,Maple III,DUBAI HILLS - MAPLE 3,Global Village,First Abu Dhabi Bank Metro Station,Mall of the Emirates,4 B/R,0,282.5,2626888.0,9298.72,,,,Villa,08-05-2018
343,Flat,Residential,Off-Plan Properties,Burj Khalifa,1-102-2019-6558,Sales,Sell - Pre registration,Burj Royale,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,86.14,1734888.0,20140.33,,,Burj Royale,Unit,07-05-2019
344,Flat,Residential,Existing Properties,Marsa Dubai,1-11-2019-7843,Sales,Sell,THE RESIDENCES AT MARINA GATE 2,,Burj Al Arab,Marina Towers,Marina Mall,2 B/R,1,114.21,1882500.0,16482.79,,,THE RESIDENCE AT MARINA GATE 2,Unit,29-08-2019
