,property_sub_type_en,property_usage_en,reg_type_en,area_name_en,transaction_id,trans_group_en,procedure_name_en,project_name_en,master_project_en,nearest_landmark_en,nearest_metro_en,nearest_mall_en,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,building_name_en,property_type_en,instance_date
860,Flat,Residential,Off-Plan Properties,Al Hebiah Second,1-102-2024-39851,Sales,Sell - Pre registration,SAMANA GOLF AVENUE,Dubai Studio City,Motor City,,,Studio,1,32.56,500000.0,15356.27,,,Samana Golf Avenue,Unit,04-06-2024
861,,Residential,Existing Properties,Wadi Al Safa 5,1-41-2024-9713,Sales,Delayed Sell,Haven By Aldar 2,,,,,,0,459.21,5910920.0,12871.93,,,,Land,21-05-2024
862,Flat,Residential,Existing Properties,Palm Jumeirah,2-13-2009-200856,Mortgages,Mortgage Registration,,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,2 B/R,1,449.48,2437650.0,5423.27,,,Al Shahla,Unit,16-06-2009
863,,Commercial,Existing Properties,Al Dhagaya,1-4-2005-42,Sales,Adding Land By Sell,,,Dubai International Airport,Palm Deira Metro Stations,Dubai Mall,,0,30.47,328000.0,10764.69,,,,Building,22-06-2005
864,Flat,Residential,Off-Plan Properties,Nadd Hessa,2-107-2006-81,Mortgages,Lease to Own Registration Pre-Registration,SILICON GATE 1,Silicon Oasis,IMG World Adventures,,,2 B/R,1,109.95,472800.0,4300.14,472800.0,4300.14,SILICON GATES 1,Unit,14-07-2009
865,Flat,Residential,Off-Plan Properties,Al Merkadh,1-102-2022-39011,Sales,Sell - Pre registration,Sobha Hartland - The Crest,SOBHA HARTLAND,,,,2 B/R,1,118.43,2453932.0,20720.53,,,Sobha Hartland - The Crest Tower A,Unit,23-11-2022
866,Flat,Residential,Off-Plan Properties,Al Merkadh,1-102-2023-51908,Sales,Sell - Pre registration,Azizi Riviera 48,,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,37.38,726000.0,19422.15,,,Azizi Riviera 48,Unit,04-10-2023
867,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,1-102-2024-34663,Sales,Sell - Pre registration,Cello Residences,Jumeirah Village Circle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,85.87,1108000.0,12903.23,,,Cello Residences - Tower B,Unit,22-05-2024
868,,Residential,Existing Properties,Al Warqa Third,2-13-2010-2749,Mortgages,Mortgage Registration,,,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,,0,1072.29,1338243.0,1248.02,,,,Villa,31-05-2010
869,Flat,Residential,Existing Properties,Marsa Dubai,2-13-2013-6793,Mortgages,Mortgage Registration,PARK ISLANDS,Dubai Marina,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1 B/R,1,73.95,1012500.0,13691.68,,,Park Island Fairfield,Unit,02-10-2013
870,Flat,Residential,Existing Properties,Al Warsan First,1-11-2014-12,Sales,Sell,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,Studio,0,48.0,199000.0,4145.83,,,U-15,Unit,13-01-2014
871,Office,Commercial,Existing Properties,Al Thanyah Fifth,3-9-2016-249,Gifts,Grant,AU TOWER,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Office,1,105.63,1400000.0,13253.81,,,Silver Tower,Unit,22-02-2016
872,Flat,Residential,Off-Plan Properties,Madinat Al Mataar,1-102-2016-7897,Sales,Sell - Pre registration,MAG 5 BOULEVARD,Dubai South Residential District,Expo 2020 Site,,,1 B/R,1,61.36,572339.0,9327.56,,,MAG 550,Unit,11-07-2016
873,Flat,Residential,Existing Properties,Al Warsan First,1-11-2020-6895,Sales,Sell,INTERNATIONAL CITY EMARATI,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,68.91,370000.0,5369.32,,,EMR-11,Unit,31-08-2020
874,,Residential,Existing Properties,Wadi Al Safa 7,1-11-2023-18129,Sales,Sell,ARABIAN RANCHES - PALMA COMMUNITY,Arabian Ranches II - PALMA,Motor City,,,,0,481.52,4450000.0,9241.57,,,,Villa,09-06-2023
875,,Commercial,Existing Properties,Al Thanyah Fifth,1-11-2023-19692,Sales,Sell,,Jumeirah Islands,Sports City Swimming Academy,Marina Mall Metro Station,Marina Mall,,0,1001.95,24000000.0,23953.29,,,,Villa,22-06-2023
876,Shop,Commercial,Existing Properties,Al Warsan First,1-11-2012-3481,Sales,Sell,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,,0,70.0,290000.0,4142.86,,,F-08,Unit,01-03-2012
877,,Residential,Existing Properties,Wadi Al Safa 6,1-11-2008-2196,Sales,Sell,,Arabian Ranches - Saheel,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,,0,565.97,1905888.0,3367.47,,,,Villa,24-04-2008
878,,Commercial,Existing Properties,Al Thanyah Fifth,1-11-2016-10382,Sales,Sell,JUMEIRAH PARK ,Jumeirah Park,Sports City Swimming Academy,Harbour Tower,Marina Mall,,0,883.57,3600000.0,4074.38,,,,Villa,05-09-2016
879,,Residential,Existing Properties,Al Hebiah Fourth,1-41-2021-9019,Sales,Delayed Sell,Marbella Village ,Dubai Sports City,Sports City Swimming Academy,Damac Properties,Marina Mall,,0,247.01,2650000.0,10728.31,,,,Land,31-08-2021
880,Flat,Residential,Off-Plan Properties,Marsa Dubai,1-102-2022-39551,Sales,Sell - Pre registration,Address The Bay,,,,,3 B/R,1,183.04,7282888.0,39788.51,,,Address The Bay,Unit,28-11-2022
881,Flat,Residential,Existing Properties,Palm Jumeirah,2-13-2024-10699,Mortgages,Mortgage Registration,MARINA RESIDENCE,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,2 B/R,1,161.18,2385000.0,14797.12,,,Marina Apartments 2,Unit,27-05-2024
882,Flat,Residential,Existing Properties,Palm Jumeirah,2-13-2016-8504,Mortgages,Mortgage Registration,,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,2 B/R,1,147.04,2094000.0,14241.02,,,Al Tamr,Unit,17-11-2016
883,Flat,Residential,Off-Plan Properties,Al Khairan First,1-102-2023-14242,Sales,Sell - Pre registration,Palace Residences - North,The Lagoons,Dubai International Airport,Creek Metro Station,City Centre Mirdif,2 B/R,1,103.49,1794888.0,17343.59,,,Palace Residences - North,Unit,22-03-2023
884,Shop,Commercial,Existing Properties,Al Warsan First,1-11-2023-32645,Sales,Sell,,International City Phase 1,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,,0,38.0,430000.0,11315.79,,,X-23,Unit,11-10-2023
885,Flat,Residential,Off-Plan Properties,Hadaeq Sheikh Mohammed Bin Rashid,1-102-2015-233,Sales,Sell - Pre registration,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,2 B/R,1,126.21,1715888.0,13595.5,,,MULBERRY at PARK HEIGHTS Building B1,Unit,07-01-2015
886,Flat,Residential,Existing Properties,Al Thanyah Fifth,1-11-2016-3732,Sales,Sell,NEW DUBAI GATE1,Jumeirah Lakes Towers,Burj Al Arab,Marina Mall Metro Station,Marina Mall,1 B/R,1,85.61,970000.0,11330.45,,,DUBAI GATE ONE,Unit,31-03-2016
887,Flat,Residential,Off-Plan Properties,Burj Khalifa,1-102-2020-3399,Sales,Sell - Pre registration,Burj Crown,Burj Khalifa,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,59.2,1416888.0,23933.92,,,Burj Crown,Unit,20-02-2020
888,Villa,Residential,Off-Plan Properties,Wadi Al Safa 5,3-120-2023-129,Gifts,Grant Pre-Registration,Arabian Ranches lll - Ruba,,Hamdan Sports Complex,,,3 B/R,0,145.79,1461808.0,10026.81,,,,Villa,07-07-2023
889,Villa,Residential,Existing Properties,Wadi Al Safa 7,3-9-2024-630,Gifts,Grant,AR II - Reem Community,Arabian Ranches II - Reem Community,Motor City,,,3 B/R,0,54.04,516585.0,9559.32,,,,Villa,07-02-2024
890,Flat,Residential,Existing Properties,Al Hebiah Fifth,1-11-2024-21049,Sales,Sell,REMRAAM,Remraam,Motor City,,,1 B/R,1,106.83,620000.0,5803.61,,,AL RAMTH 41,Unit,10-06-2024
891,Flat,Residential,Existing Properties,Al Barsha South Fourth,1-11-2013-36933,Sales,Sell,SEASONS COMMUNITY- AUTUMN,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Marina Mall,2 B/R,1,143.98,1451368.0,10080.34,,,AUTUMN 2,Unit,30-12-2013
892,Flat,Residential,Off-Plan Properties,Al Hebiah Fourth,1-102-2007-441,Sales,Sell - Pre registration,GIOVANNI BOUTIQUE,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,1,81.88,1074715.0,13125.49,,,Giovanni Boutique Suites,Unit,03-08-2009
893,Flat,Residential,Off-Plan Properties,Al Yelayiss 2,1-102-2015-14014,Sales,Sell - Pre registration,TOWN SQUARE ZAHRA,TOWN SQUARE,Dubai Cycling Course,,,2 B/R,1,82.65,809888.0,9799.01,,,Town Square Zahra 1A,Unit,07-12-2015
894,Flat,Residential,Off-Plan Properties,Burj Khalifa,2-105-2016-157,Mortgages,Mortgage Pre-Registration,BURJ VISTA,Burj Khalifa,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,115.0,930444.0,8090.82,,,BURJ VISTA Tower 1,Unit,30-05-2016
895,Flat,Residential,Existing Properties,Al Barsha South Fifth,1-11-2016-13192,Sales,Sell,IMPERIAL RESIDENCE,Jumeirah Village Triangle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,43.23,863070.0,19964.62,,,IMPERIAL RESIDENCE PODIUM,Unit,09-11-2016
896,Flat,Residential,Existing Properties,Marsa Dubai,1-41-2022-22140,Sales,Delayed Sell,Bluewaters Residences ,,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,4 B/R,1,229.09,5894000.0,25727.88,,,Bluewaters Residences 2,Unit,13-12-2022
897,,Residential,Existing Properties,Al Hebiah Fifth,1-41-2024-6527,Sales,Delayed Sell,,,,,,,0,319466.36,196958628.0,616.52,,,,Land,28-03-2024
898,,Residential,Existing Properties,Hadaeq Sheikh Mohammed Bin Rashid,2-13-2024-11246,Mortgages,Mortgage Registration,Dubai Hills - Hills View Community,DUBAI HILLS - HILLS VIEW,IMG World Adventures,Noor Bank Metro Station,Mall of the Emirates,,0,3502.15,38500000.0,10993.25,,,,Land,31-05-2024
899,Flat,Residential,Existing Properties,Al Hebiah Fourth,2-13-2017-1036,Mortgages,Mortgage Registration,ELITE 4 SPORTS RESIDENCE,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,40.0,262500.0,6562.5,,,Elite Residences 4,Unit,08-02-2017
900,,Residential,Existing Properties,Al Hebiah Fifth,1-41-2022-11474,Sales,Delayed Sell,DAMAC LAGOONS - MALTA (1),,,,,,0,144.0,1780000.0,12361.11,,,,Land,04-07-2022
901,Flat,Residential,Existing Properties,Marsa Dubai,1-11-2013-4858,Sales,Sell,PRINCESS TOWER,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,1 B/R,1,80.29,714750.0,8902.1,,,PRINCESS TOWER,Unit,01-04-2013
902,Flat,Residential,Off-Plan Properties,Burj Khalifa,1-102-2018-4549,Sales,Sell - Pre registration,BELLEVUE TOWERS,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,74.67,1422000.0,19043.79,,,Bellevue Towers-2,Unit,03-04-2018
903,,Commercial,Existing Properties,Palm Jumeirah,1-11-2008-3711,Sales,Sell,,Palm Jumeirah,Burj Al Arab,Mina Seyahi,Marina Mall,,0,1246.24,25000000.0,20060.34,,,,Villa,24-06-2008
904,Flat,Residential,Off-Plan Properties,Nadd Hessa,1-851-2011-59,Sales,Development Registration Pre-Registration,LYNX,Silicon Oasis,IMG World Adventures,,,Studio,1,42.18,431000.0,10218.11,,,LYNX RESIDENCE,Unit,04-10-2018
905,,Industrial,Existing Properties,Saih Shuaib 4,1-133-2017-1313,Sales,Development Registration,,Dubai Industrial City,Al Makhtoum International Airport,,,,0,5476.93,11304253.0,2063.98,,,,Land,19-12-2017
906,Office,Commercial,Existing Properties,Al Thanyah Fifth,1-11-2018-9799,Sales,Sell,JUMEIRAH BUSINESS CENTRE1,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Office,1,225.72,1600000.0,7088.43,,,JUMEIRAH BUSINESS CENTRE 1,Unit,10-10-2018
907,Office,Commercial,Existing Properties,Al Thanyah Fifth,2-110-2012-743,Mortgages,Lease to Own Registration,BUSINESS AVENUE AA1,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Office,1,158.04,1665575.0,10538.95,1665575.0,10538.95,MAZAYA BUSINESS AVENUE AA1,Unit,24-01-2018
908,Office,Commercial,Existing Properties,Al Thanyah Fifth,1-11-2014-9268,Sales,Sell,PLATINUM TOWER,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Office,1,106.96,1277570.0,11944.37,,,PLATINUM TOWER,Unit,07-04-2014
909,Flat,Residential,Existing Properties,Trade Center Second,2-39-2015-67,Mortgages,Development Mortgage,,,Burj Khalifa,Trade Centre Metro Station,Dubai Mall,2 B/R,1,196.03,1860000.0,9488.34,,,WORLD TRADE CENTRE RESIDENCES,Unit,10-02-2015
910,Flat,Residential,Off-Plan Properties,Me'Aisem First,1-102-2007-20404,Sales,Sell - Pre registration,LAKESIDE,International Media Production Zone,Sports City Swimming Academy,Damac Properties,Marina Mall,Studio,1,35.3,367000.0,10396.6,,,LAKESIDE B,Unit,11-06-2009
911,Flat,Residential,Off-Plan Properties,Marsa Dubai,3-120-2011-22,Gifts,Grant Pre-Registration,BAY CENTRAL WEST & CENTRAL TOWERS,Dubai Marina,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1 B/R,1,64.68,958655.0,14821.51,,,BAY CENTRAL 1,Unit,11-05-2011
912,Flat,Residential,Existing Properties,Al Warsan First,3-9-2016-796,Gifts,Grant,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,Studio,0,44.5,383194.0,8611.1,,,S-01,Unit,30-05-2016
913,Flat,Residential,Existing Properties,Dubai Investment Park Second,1-133-2017-1223,Sales,Development Registration,CENTURION RESIDENCE,Dubai Investment Park Second,Sports City Swimming Academy,,,2 B/R,1,152.47,1110940.0,7286.29,,,CENTURION RESIDENCE - TOWER 1,Unit,13-11-2017
914,,Residential,Existing Properties,Al Yufrah 2,1-11-2022-3054,Sales,Sell,DAMAC HILLS (2) - ASTER ,DAMAC HILLS 2,Dubai Cycling Course,,,,0,174.8,1150000.0,6578.95,,,,Land,18-02-2022
915,Villa,Residential,Off-Plan Properties,Wadi Al Safa 5,1-102-2022-19336,Sales,Sell - Pre registration,La Rosa Phase 2,,IMG World Adventures,,,3 B/R,0,175.09,1420000.0,8110.11,,,,Villa,14-07-2022
916,,Commercial,Existing Properties,Al Warqa First,3-9-2023-2507,Gifts,Grant,,,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,,0,1392.8,6746382.0,4843.76,,,,Land,11-04-2023
917,Flat,Residential,Existing Properties,Al Barsha South Fourth,3-9-2023-4921,Gifts,Grant,Hyati Avenue,Jumeirah Village Circle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,40.37,398621.0,9874.19,,,Hyati Avenue,Unit,02-10-2023
918,Flat,Residential,Off-Plan Properties,Al Barsha South Fifth,1-102-2024-14754,Sales,Sell - Pre registration,ALTAI TOWER,Jumeirah Village Triangle,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1 B/R,1,57.98,775121.0,13368.77,,,ALTAI TOWER,Unit,11-03-2024
919,Flat,Residential,Existing Properties,Wadi Al Safa 5,2-13-2024-10652,Mortgages,Mortgage Registration,SKY COURTS,Residential Complex,IMG World Adventures,,,2 B/R,1,119.53,597840.0,5001.59,,,Skycourts Tower A,Unit,27-05-2024
920,Flat,Residential,Existing Properties,Marsa Dubai,1-11-2012-3834,Sales,Sell,,Dubai Marina,Sports City Swimming Academy,Jumeirah Beach Residency,Marina Mall,Studio,1,48.4,350000.0,7231.4,,,DEC TOWERS T3,Unit,07-03-2012
921,Office,Commercial,Existing Properties,Al Thanyah Fifth,2-110-2011-1141,Mortgages,Lease to Own Registration,TIFFANY TOWERS,Jumeirah Lakes Towers,Burj Al Arab,Damac Properties,Marina Mall,Office,1,86.5,842880.0,9744.28,842880.0,9744.28,Tiffany Towers,Unit,19-05-2011
922,Flat,Residential,Existing Properties,Al Thanyah Fifth,1-11-2011-14765,Sales,Sell,INDIGO TOWER,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,80.23,600000.0,7478.5,,,Indigo Tower,Unit,21-09-2011
923,Flat,Residential,Existing Properties,Al Thanyah Fifth,2-13-2011-5425,Mortgages,Mortgage Registration,,Jumeirah Lakes Towers,Burj Al Arab,Damac Properties,Marina Mall,3 B/R,1,138.89,600000.0,4319.97,,,JUMAIRAH BAY TOWER-X1-1,Unit,15-11-2011
924,,Residential,Existing Properties,Um Suqaim Third,2-13-2001-726,Mortgages,Mortgage Registration,,,Burj Al Arab,First Abu Dhabi Bank Metro Station,Mall of the Emirates,,0,594.58,1000000.0,1681.86,,,,Villa,10-09-2001
925,Flat,Residential,Existing Properties,Marsa Dubai,2-13-2010-1248,Mortgages,Mortgage Registration,MARINA QUAYS,Dubai Marina,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,2 B/R,1,122.45,915666.0,7477.88,,,Marina Quay West,Unit,23-03-2010
926,Flat,Residential,Off-Plan Properties,Marsa Dubai,1-102-2014-8469,Sales,Sell - Pre registration,ESCAN MARINA TOWER,Dubai Marina,Sports City Swimming Academy,Jumeirah Beach Residency,Marina Mall,1 B/R,1,72.32,870260.0,12033.46,,,ESCAN MARINA TOWER,Unit,23-07-2014
927,Flat,Residential,Existing Properties,Nadd Hessa,2-39-2016-192,Mortgages,Development Mortgage,CORAL RESIDENCE,Silicon Oasis,IMG World Adventures,,,1 B/R,1,72.81,546875.0,7510.99,,,CORAL RESIDENCE,Unit,03-05-2016
928,Flat,Residential,Existing Properties,Al Safouh First,2-13-2019-2385,Mortgages,Mortgage Registration,HILIANA,TECOM Site B,Burj Al Arab,Dubai Internet City,Mall of the Emirates,Studio,1,45.01,500000.0,11108.64,,,Hilliana Tower,Unit,11-04-2019
929,Villa,Residential,Off-Plan Properties,Wadi Al Safa 7,1-102-2019-17155,Sales,Sell - Pre registration,Serena - Casa Viva ,800 Villas,Hamdan Sports Complex,,,2 B/R,0,196.15,1462000.0,7453.48,,,,Villa,15-10-2019
930,,Residential,Existing Properties,Al Merkadh,1-11-2022-6250,Sales,Sell,SOBHA HARTLAND VILLAS-PHASE 1,,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,,0,559.09,3490475.0,6243.14,,,,Land,28-03-2022
931,Flat,Residential,Existing Properties,Wadi Al Safa 5,3-9-2023-2067,Gifts,Grant,,Residential Complex,IMG World Adventures,,,1 B/R,1,88.66,510876.0,5762.2,,,Windsor Residence,Unit,23-03-2023
932,Flat,Residential,Off-Plan Properties,Jabal Ali First,1-102-2023-22655,Sales,Sell - Pre registration,Zazen Gardens,Al Furjan,Sports City Swimming Academy,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,2 B/R,1,114.87,1250000.0,10881.87,,,ZaZEN GARDENS,Unit,31-05-2023
933,,Other,Existing Properties,Madinat Al Mataar,1-11-2023-17489,Sales,Sell,,Dubai South Residential District,,,,,0,2787.69,16000000.0,5739.52,,,,Building,06-06-2023
934,Flat,Residential,Off-Plan Properties,Al Merkadh,1-102-2024-23305,Sales,Sell - Pre registration,Azizi Riviera 44,,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,32.82,782325.0,23836.84,,,Azizi Riviera 44,Unit,16-04-2024
935,,Residential,Existing Properties,Wadi Al Safa 6,1-11-2008-2374,Sales,Sell,,Arabian Ranches - Almahra,Motor City,,,,0,604.15,2068888.0,3424.46,,,,Villa,06-05-2008
936,Flat,Residential,Existing Properties,Al Thanyah Third,1-11-2008-201638,Sales,Sell,,The Greens,Burj Al Arab,Nakheel Metro Station,Marina Mall,3 B/R,0,192.87,2216888.0,11494.21,,,VIEWS 2,Unit,07-04-2008
937,Flat,Residential,Existing Properties,Wadi Al Safa 5,1-11-2013-6899,Sales,Sell,INDIGO TOWER,Residential Complex,IMG World Adventures,,,2 B/R,1,98.67,471987.0,4783.49,,,INDIGO TOWER,Unit,22-04-2013
938,Flat,Residential,Off-Plan Properties,Al Thanyah Fifth,1-102-2008-48342,Sales,Sell - Pre registration,NEW DUBAI GATE2,Jumeirah Islands,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,64.51,873295.0,13537.36,,,DUBAI GATE 2,Unit,06-11-2017
939,Hotel Apartment,Hospitality ,Off-Plan Properties,Al Hebiah Third,1-102-2014-11089,Sales,Sell - Pre registration,DAMAC HILLS - ARTESIA,DAMAC HILLS,Motor City,,,1 B/R,1,59.79,1026950.0,17175.95,,,DAMAC HILLS - ARTESIA TOWER C,Unit,19-09-2014
940,Flat,Residential,Off-Plan Properties,Zaabeel Second,1-102-2015-8179,Sales,Sell - Pre registration,DOWNTOWN VIEWS,,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,82.32,1623888.0,19726.53,,,DOWNTOWN VIEWS,Unit,05-10-2015
941,Villa,Residential,Off-Plan Properties,Al Yelayiss 1,1-102-2017-3547,Sales,Sell - Pre registration,REEM-MIRA COMMUNITY PH5,,Dubai Cycling Course,,,4 B/R,0,272.02,2379888.0,8748.94,,,,Villa,22-02-2017
942,,Residential,Existing Properties,Al Hebiah Third,1-110-2017-885,Sales,Lease to Own Registration,DAMAC HILLS - QUEENS MEADOW,DAMAC HILLS,Motor City,,,,0,404.17,3410000.0,8437.04,,,,Villa,12-09-2017
943,Flat,Residential,Existing Properties,Al Hebiah First,1-11-2020-7933,Sales,Sell,,Motor City,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,82.03,450000.0,5485.8,,,SHERLOCK CIRCUS 1,Unit,22-09-2020
944,Villa,Residential,Existing Properties,Al Thanayah Fourth,2-13-2021-12987,Mortgages,Mortgage Registration,Emirates Living - Springs 15,Springs - 1,Sports City Swimming Academy,Damac Properties,Marina Mall,2 B/R,0,227.52,1703302.0,7486.38,,,,Villa,14-10-2021
945,Flat,Residential,Off-Plan Properties,Al Merkadh,1-102-2021-21952,Sales,Sell - Pre registration,Azizi Riviera 16,,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,53.83,668373.0,12416.37,,,Azizi Riviera 16,Unit,22-11-2021
946,Flat,Residential,Existing Properties,Business Bay,1-11-2021-23510,Sales,Sell,AL HABTOOR CITY,,Downtown Dubai,Business Bay Metro Station,Dubai Mall,3 B/R,1,184.03,2822754.0,15338.55,,,AMNA TOWER,Unit,30-12-2021
947,Hotel Apartment,Hospitality ,Off-Plan Properties,Business Bay,1-102-2022-19081,Sales,Sell - Pre registration,AYKON CITY ,,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,81.06,1733000.0,21379.23,,,AYKON CITY-TOWER B,Unit,13-07-2022
948,Flat,Residential,Existing Properties,Nadd Hessa,1-45-2023-141,Sales,Sell Development,AXIS  RESIDENCES 1,Silicon Oasis,IMG World Adventures,,,1 B/R,1,87.14,390000.0,4475.56,,,AXIS RESIDENCES ONE 4,Unit,31-01-2023
949,Flat,Residential,Existing Properties,Burj Khalifa,1-110-2023-168,Sales,Lease to Own Registration,,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,155.98,2670000.0,17117.58,,,South Ridge 2,Unit,08-05-2023
950,Flat,Residential,Existing Properties,Al Yelayiss 2,1-11-2023-23920,Sales,Sell,TOWN SQUARE ZAHRA,TOWN SQUARE,Dubai Cycling Course,,,2 B/R,1,90.64,850000.0,9377.76,,,Town Square Zahra 1A,Unit,28-07-2023
951,Flat,Residential,Existing Properties,Al Thanyah Fifth,2-13-2023-19465,Mortgages,Mortgage Registration,CONCORDE TOWER,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,91.02,700000.0,7690.62,,,CONCORDE TOWER 1,Unit,26-10-2023
952,Flat,Residential,Off-Plan Properties,Hadaeq Sheikh Mohammed Bin Rashid,1-102-2023-59481,Sales,Sell - Pre registration,Parkside Views,DUBAI HILLS,,,,2 B/R,1,98.76,2256888.0,22852.25,,,Parkside Views,Unit,08-11-2023
